,tracks,albums,shows,episodes,bannedTracks,other
1688,"{'artist': 'Bastille', 'album': 'Wild World', 'track': 'Good Grief'}",,,,,
1689,"{'artist': 'Real Friends', 'album': 'Put Yourself Back Together', 'track': 'Late Nights in My Car'}",,,,,
1690,"{'artist': 'The 1975', 'album': 'I like it when you sleep, for you are so beautiful yet so unaware of it', 'track': 'The Sound'}",,,,,
1691,"{'artist': 'AJR', 'album': 'Living Room', 'track': 'Growing Old on Bleecker Street'}",,,,,
1692,"{'artist': 'Twenty One Pilots', 'album': 'Twenty One Pilots', 'track': 'Oh Ms Believer'}",,,,,
1693,"{'artist': 'Fast Romantics', 'album': 'Funeral Song', 'track': 'Funeral Song'}",,,,,
1694,"{'artist': 'Fall Out Boy', 'album': 'My Heart Will Always Be The B-Side To My Tongue', 'track': ""It's Not a Side Effect of the Cocaine, I Am Thinking It Must Be Love""}",,,,,
1695,"{'artist': 'Panic! At The Disco', 'album': 'Too Weird To Live, Too Rare To Die!', 'track': 'Far Too Young to Die'}",,,,,
1696,"{'artist': 'Joel Cossette', 'album': 'Songs About Anxiety. And Stuff.', 'track': 'Pudding'}",,,,,
1697,"{'artist': 'Quinn XCII', 'album': 'Panama', 'track': 'Panama'}",,,,,
1698,"{'artist': 'Taylor Swift', 'album': 'ME!', 'track': 'ME! (feat. Brendon Urie of Panic! At The Disco)'}",,,,,
1699,"{'artist': 'The Lumineers', 'album': 'The Lumineers (Deluxe Edition)', 'track': 'Dead Sea'}",,,,,
1700,"{'artist': 'The Menzingers', 'album': 'On The Impossible Past', 'track': 'Gates'}",,,,,
1701,"{'artist': 'Maroon 5', 'album': 'Hands All Over', 'track': 'Misery'}",,,,,
1702,"{'artist': 'Childish Gambino', 'album': 'Summer Pack', 'track': 'Summertime Magic'}",,,,,
1703,"{'artist': 'All Time Low', 'album': 'Dirty Work', 'track': 'Merry Christmas, Kiss My Ass'}",,,,,
1704,"{'artist': 'Years & Years', 'album': 'Communion', 'track': '1977'}",,,,,
1705,"{'artist': 'My Chemical Romance', 'album': 'The Black Parade', 'track': 'Welcome to the Black Parade'}",,,,,
1706,"{'artist': 'half•alive', 'album': '3', 'track': 'Aawake at Night'}",,,,,
1707,"{'artist': 'Watsky', 'album': 'Watsky', 'track': 'Seizure Boy'}",,,,,
1708,"{'artist': 'Bad Suns', 'album': 'Disappear Here', 'track': 'Love Like Revenge'}",,,,,
1709,"{'artist': 'Fall Out Boy', 'album': 'M A N I A', 'track': 'Bishops Knife Trick'}",,,,,
1710,"{'artist': 'Sundara Karma', 'album': 'Flame', 'track': 'Flame'}",,,,,
1711,"{'artist': 'Fall Out Boy', 'album': 'PAX AM Days', 'track': 'We Were Doomed From The Start (The King Is Dead)'}",,,,,
1712,"{'artist': 'Wild Party', 'album': 'Phantom Pop', 'track': 'First Two Days with You'}",,,,,
1713,"{'artist': 'Deer Tick', 'album': 'Deer Tick Vol. 2', 'track': 'Look How Clean I Am'}",,,,,
1714,"{'artist': 'The Wombats', 'album': 'Cheetah Tongue', 'track': 'Cheetah Tongue'}",,,,,
1715,"{'artist': 'Arctic Monkeys', 'album': ""Whatever People Say I Am, That's What I'm Not"", 'track': 'Mardy Bum'}",,,,,
1716,"{'artist': 'The Front Bottoms', 'album': 'Going Grey', 'track': 'Far Drive'}",,,,,
1717,"{'artist': 'Small Leaks Sink Ships', 'album': 'Golden Calf', 'track': 'Dear John Connor'}",,,,,
1718,"{'artist': 'Third Eye Blind', 'album': 'Third Eye Blind', 'track': 'Semi-Charmed Life'}",,,,,
1719,"{'artist': 'Real Friends', 'album': ""Maybe This Place Is the Same and We're Just Changing"", 'track': 'Sixteen'}",,,,,
1720,"{'artist': 'Panic! At The Disco', 'album': ""All My Friends We're Glorious: Death of a Bachelor Tour Live"", 'track': ""Movin' Out (Anthony's Song) - Live at Amway Center, Orlando, FL, 4/14/2017""}",,,,,
1721,"{'artist': 'Archie Faulks', 'album': 'Tenterhook', 'track': 'Chemicals'}",,,,,
1722,"{'artist': 'Metro Station', 'album': 'Metro Station', 'track': 'Shake It'}",,,,,
1723,"{'artist': 'Jonas Brothers', 'album': 'Jonas Brothers', 'track': 'S.O.S.'}",,,,,
1724,"{'artist': 'Duran Duran', 'album': 'Paper Gods', 'track': 'Pressure Off'}",,,,,
1725,"{'artist': 'Joywave', 'album': 'How Do You Feel Now?', 'track': 'Carry Me'}",,,,,
1726,"{'artist': 'Nick Jonas', 'album': 'Find You', 'track': 'Find You'}",,,,,
1727,"{'artist': 'Von Wegen Lisbeth', 'album': 'Grande', 'track': 'Sushi'}",,,,,
1728,"{'artist': 'Childish Gambino', 'album': 'Because The Internet', 'track': 'III. Telegraph Ave. (""Oakland"" by Lloyd)'}",,,,,
1729,"{'artist': 'The Neighbourhood', 'album': 'Wiped Out!', 'track': 'R.I.P. 2 My Youth'}",,,,,
1730,"{'artist': 'The 1975', 'album': 'A Brief Inquiry Into Online Relationships', 'track': 'Inside Your Mind'}",,,,,
1731,"{'artist': 'WALK THE MOON', 'album': 'What If Nothing', 'track': 'One Foot'}",,,,,
1732,"{'artist': ""The Mowgli's"", 'album': ""Where'd Your Weekend Go?"", 'track': 'So What'}",,,,,
1733,"{'artist': 'Josh A', 'album': 'Better off Dead', 'track': 'Gucci Coffin'}",,,,,
1734,"{'artist': 'Cavetown', 'album': 'Animal Kingdom', 'track': 'Juliet'}",,,,,
1735,"{'artist': 'Sum 41', 'album': 'Does This Look Infected?', 'track': 'The Hell Song'}",,,,,
1736,"{'artist': 'The Front Bottoms', 'album': 'Back On Top', 'track': 'Motorcycle'}",,,,,
1737,"{'artist': 'Fitz and The Tantrums', 'album': 'More Than Just A Dream', 'track': '6am'}",,,,,
1738,"{'artist': 'Say Anything', 'album': 'Say Anything', 'track': 'Do Better'}",,,,,
1739,"{'artist': 'Sorority Noise', 'album': 'Forgettable', 'track': 'Mediocre At Best'}",,,,,
1740,"{'artist': 'Lemon Demon', 'album': 'Dinosaurchestra', 'track': 'The Ultimate Showdown of Ultimate Destiny'}",,,,,
1741,"{'artist': 'Have Mercy', 'album': 'The Earth Pushed Back', 'track': ""Let's Talk About Your Hair""}",,,,,
1742,"{'artist': 'COIN', 'album': 'Youuu', 'track': 'Youuu'}",,,,,
1743,"{'artist': 'Scissor Sisters', 'album': 'Scissor Sisters', 'track': 'Take Your Mama'}",,,,,
1744,"{'artist': 'Andrew McMahon in the Wilderness', 'album': 'Upside Down Flowers', 'track': 'Teenage Rockstars'}",,,,,
1745,"{'artist': 'Ed Sheeran', 'album': '+', 'track': 'Give Me Love'}",,,,,
1746,"{'artist': 'blink-182', 'album': 'Greatest Hits', 'track': 'Josie'}",,,,,
1747,"{'artist': 'lovelytheband', 'album': 'finding it hard to smile', 'track': 'these are my friends'}",,,,,
1748,"{'artist': 'Fall Out Boy', 'album': 'Save Rock And Roll', 'track': 'Just One Yesterday'}",,,,,
1749,"{'artist': 'Marianas Trench', 'album': 'Ever After', 'track': 'Fallout'}",,,,,
1750,"{'artist': 'Bowling For Soup', 'album': 'The Great Burrito Extortion Case', 'track': 'High School Never Ends - Main Version - Explicit'}",,,,,
1751,"{'artist': 'Quinn XCII', 'album': 'From Michigan With Love', 'track': 'Matches'}",,,,,
1752,"{'artist': 'Harry Styles', 'album': 'Adore You', 'track': 'Adore You'}",,,,,
1753,"{'artist': '3OH!3', 'album': 'OMENS', 'track': 'BACK TO LIFE'}",,,,,
1754,"{'artist': 'Gerard Way', 'album': 'Hesitant Alien', 'track': 'Brother'}",,,,,
1755,"{'artist': 'Mikroboy', 'album': 'Leicht', 'track': 'Leicht'}",,,,,
1756,"{'artist': 'The Format', 'album': 'Interventions and Lullabies', 'track': 'On Your Porch'}",,,,,
1757,"{'artist': 'Bo Burnham', 'album': 'Words Words Words', 'track': 'RANT'}",,,,,
1758,"{'artist': 'The Glorious Sons', 'album': 'Young Beauties and Fools', 'track': 'S.O.S. (Sawed Off Shotgun)'}",,,,,
1759,"{'artist': 'The Wonder Years', 'album': 'The Greatest Generation', 'track': 'Passing Through A Screen Door'}",,,,,
1760,"{'artist': 'Lil Dicky', 'album': 'Professional Rapper', 'track': 'Molly (feat. Brendon Urie of Panic at the Disco)'}",,,,,
1761,"{'artist': 'Twenty One Pilots', 'album': 'Cancer', 'track': 'Cancer'}",,,,,
1762,"{'artist': 'Grouplove', 'album': 'Big Mess', 'track': ""Don't Stop Making It Happen""}",,,,,
1763,"{'artist': 'Bastille', 'album': 'Doom Days', 'track': 'Doom Days'}",,,,,
1764,"{'artist': 'Ben Platt', 'album': 'Dear Evan Hansen (Original Broadway Cast Recording)', 'track': 'Words Fail'}",,,,,
1765,"{'artist': 'BTS', 'album': ""Love Yourself 轉 'Tear'"", 'track': '134340'}",,,,,
1766,"{'artist': 'The Griswolds', 'album': 'Heart of a Lion', 'track': 'Mississippi'}",,,,,
1767,"{'artist': 'Tokyo Police Club', 'album': 'DLTFWYH', 'track': 'DLTFWYH'}",,,,,
1768,"{'artist': 'Panic! At The Disco', 'album': 'Vices & Virtues', 'track': 'Sarah Smiles'}",,,,,
1769,"{'artist': 'The Ninjas', 'album': 'Never Had Much Time', 'track': 'Never Had Much Time'}",,,,,
1770,"{'artist': 'Paramore', 'album': 'After Laughter', 'track': '26'}",,,,,
1771,"{'artist': 'Twenty One Pilots', 'album': 'Blurryface', 'track': 'Lane Boy'}",,,,,
1772,"{'artist': 'MARINA', 'album': 'Froot', 'track': 'Gold'}",,,,,
1773,"{'artist': 'Mayday Parade', 'album': 'A Lesson In Romantics', 'track': ""When I Get Home You're So Dead (New Version)""}",,,,,
1774,"{'artist': 'Typhoon', 'album': 'White Lighter', 'track': 'Prosthetic Love'}",,,,,
1775,"{'artist': 'Spraynard', 'album': 'Mable', 'track': ""Applebee's Bar""}",,,,,
1776,"{'artist': 'Joywave', 'album': 'Half Your Age', 'track': 'Half Your Age'}",,,,,
1777,"{'artist': 'The Kooks', 'album': 'So Good Looking', 'track': 'So Good Looking'}",,,,,
1778,"{'artist': 'Joywave', 'album': 'Ridge - Single', 'track': 'Ridge'}",,,,,
1779,"{'artist': 'Cayucas', 'album': 'Bigfoot', 'track': 'High School Lover'}",,,,,
1780,"{'artist': 'The 1975', 'album': 'The 1975', 'track': 'Heart Out'}",,,,,
1781,"{'artist': 'Deer Tick', 'album': 'Deer Tick Vol. 1', 'track': 'Sea of Clouds'}",,,,,
1782,"{'artist': 'Saint Motel', 'album': 'Voyeur', 'track': 'At Least I Have Nothing'}",,,,,
1783,"{'artist': 'Paramore', 'album': 'Brand New Eyes', 'track': 'Feeling Sorry'}",,,,,
1784,"{'artist': 'One Direction', 'album': 'Up All Night', 'track': 'What Makes You Beautiful'}",,,,,
1785,"{'artist': 'Bleachers', 'album': 'Strange Desire', 'track': 'I Wanna Get Better'}",,,,,
1786,"{'artist': 'Grouplove', 'album': 'Big Mess', 'track': 'Cannonball'}",,,,,
1787,"{'artist': 'Neck Deep', 'album': 'The Peace And The Panic', 'track': 'Wish You Were Here'}",,,,,
1788,"{'artist': 'WALK THE MOON', 'album': 'Walk The Moon', 'track': 'Tightrope'}",,,,,
1789,"{'artist': 'Movements', 'album': 'Feel Something', 'track': 'Colorblind'}",,,,,
1790,"{'artist': 'Andrés', 'album': 'Strange Memories on This Nervous Night', 'track': 'Salty'}",,,,,
1791,"{'artist': 'Rihanna', 'album': 'Rated R', 'track': 'Rude Boy'}",,,,,
1792,"{'artist': 'Daniel Lanois', 'album': 'Heavy Sun (feat. Rocco DeLuca)', 'track': 'Heavy Sun'}",,,,,
1793,"{'artist': 'Pale Waves', 'album': 'ALL THE THINGS I NEVER SAID', 'track': 'New Year’s Eve'}",,,,,
1794,"{'artist': 'Flatsound', 'album': ""I Clung to You Hoping We'd Both Drown"", 'track': 'My Heart Goes Bum Bum Bum'}",,,,,
1795,"{'artist': 'Father John Misty', 'album': 'Fear Fun', 'track': 'Tee Pees 1-12'}",,,,,
1796,"{'artist': 'Little Comets', 'album': 'Common Things', 'track': 'Common Things'}",,,,,
1797,"{'artist': 'McCafferty', 'album': 'Beachboy', 'track': 'Bottom'}",,,,,
1798,"{'artist': 'Lincoln', 'album': 'A Constant State of Ohio', 'track': 'Downhill'}",,,,,
1799,"{'artist': 'Cage The Elephant', 'album': 'Cage The Elephant', 'track': ""Ain't No Rest for the Wicked""}",,,,,
1800,"{'artist': 'Fall Out Boy', 'album': 'Lake Effect Kid', 'track': 'City In A Garden'}",,,,,
1801,"{'artist': 'AJR', 'album': 'Neotheater', 'track': 'Karma'}",,,,,
1802,"{'artist': 'Step Rockets', 'album': 'Kisser', 'track': 'Kisser'}",,,,,
1803,"{'artist': 'Ed Sheeran', 'album': 'Cross Me (feat. Chance the Rapper & PnB Rock)', 'track': 'Cross Me (feat. Chance the Rapper & PnB Rock)'}",,,,,
1804,"{'artist': 'Alaska Thunderfuck', 'album': 'Poundcake', 'track': 'Race Chaser'}",,,,,
1805,"{'artist': 'The 88', 'album': 'Community (Music from the Original Television Series)', 'track': 'At Least It Was Here (""Community"" Main Title) [Full Length Version]'}",,,,,
1806,"{'artist': 'Friday Pilots Club', 'album': 'End of It', 'track': 'End of It'}",,,,,
1807,"{'artist': 'Lil Nas X', 'album': '7 EP', 'track': 'Panini'}",,,,,
1808,"{'artist': 'Bazzi', 'album': 'COSMIC', 'track': '3:15'}",,,,,
1809,"{'artist': 'Elijah and Christine', 'album': 'Shooketh (feat. Lil Aaron)', 'track': 'Shooketh (feat. Lil Aaron)'}",,,,,
1810,"{'artist': 'Little Comets', 'album': 'Hope Is Just a State of Mind', 'track': 'Little Italy'}",,,,,
1811,"{'artist': 'Fall Out Boy', 'album': 'From Under The Cork Tree', 'track': 'Get Busy Living Or Get Busy Dying (Do Your Part To Save The Scene And Stop Going To Shows)'}",,,,,
1812,"{'artist': 'The Front Bottoms', 'album': ""Needy When I'm Needy"", 'track': 'Tighten Up'}",,,,,
1813,"{'artist': 'Steve Aoki', 'album': 'Back 2 U (feat. WALK THE MOON)', 'track': 'Back 2 U (feat. WALK THE MOON)'}",,,,,
1814,"{'artist': 'Pavement', 'album': 'Quarantine The Past: The Best Of Pavement', 'track': 'Cut Your Hair (Remastered)'}",,,,,
1815,"{'artist': 'The Cardboard Swords', 'album': 'The Cardboard Swords', 'track': '(S)He Said'}",,,,,
1816,"{'artist': 'Flatsound', 'album': 'Sleep', 'track': ""It's Thursday, January 12th and This Is the Last Time I'll Talk About Drowning""}",,,,,
1817,"{'artist': 'Never Shout Never', 'album': 'Time Travel', 'track': 'Until I Die Alone'}",,,,,
1818,"{'artist': 'Fall Out Boy', 'album': 'Infinity On High', 'track': 'Thnks fr th Mmrs'}",,,,,
1819,"{'artist': 'Post Malone', 'album': 'beerbongs & bentleys', 'track': 'Stay'}",,,,,
1820,"{'artist': 'The Front Bottoms', 'album': 'Ann', 'track': 'Pale Beneath The Tan (Squeeze)'}",,,,,
1821,"{'artist': 'nodisco.', 'album': 'Thoughts From Your Car', 'track': 'Thoughts From Your Car'}",,,,,
1822,"{'artist': 'blink-182', 'album': 'Greatest Hits', 'track': ""What's My Age Again?""}",,,,,
1823,"{'artist': 'Never Shout Never', 'album': 'What Is Love?', 'track': ""Can't Stand It""}",,,,,
1824,"{'artist': 'Shawn Mendes', 'album': 'Shawn Mendes', 'track': ""When You're Ready""}",,,,,
1825,"{'artist': 'Maroon 5', 'album': 'Songs About Jane', 'track': 'This Love'}",,,,,
1826,"{'artist': 'Conan Gray', 'album': 'Kid Krow', 'track': 'Wish You Were Sober'}",,,,,
1827,"{'artist': 'Single File', 'album': 'Common Struggles', 'track': 'Zombies Ate My Neighbors'}",,,,,
1828,"{'artist': 'Local Natives', 'album': 'Sunlit Youth', 'track': 'Past Lives'}",,,,,
1829,"{'artist': 'Judah & the Lion', 'album': ""Folk Hop N' Roll"", 'track': 'Take It All Back 2.0'}",,,,,
1830,"{'artist': 'Neck Deep', 'album': 'The Peace And The Panic', 'track': 'Motion Sickness'}",,,,,
1831,"{'artist': 'Kishi Bashi', 'album': 'Sonderlust', 'track': ""m'Lover""}",,,,,
1832,"{'artist': 'Buster Blue', 'album': ""When the Silver's Gone"", 'track': 'Cowboys & Indians'}",,,,,
1833,"{'artist': 'AWOLNATION', 'album': 'Run', 'track': 'Like People, Like Plastic'}",,,,,
1834,"{'artist': 'Kevin Oh', 'album': 'Sorry', 'track': 'Sorry'}",,,,,
1835,"{'artist': 'The Front Bottoms', 'album': 'College Radio Day: Album 2012', 'track': 'Father (Live)'}",,,,,
1836,"{'artist': 'Neck Deep', 'album': 'The Peace And The Panic', 'track': ""19 Seventy Sumthin'""}",,,,,
1837,"{'artist': 'Ariana Grande', 'album': 'Sweetener', 'track': 'get well soon'}",,,,,
1838,"{'artist': 'Bazzi', 'album': 'COSMIC', 'track': 'Mine'}",,,,,
1839,"{'artist': 'Bad Suns', 'album': 'Language & Perspective', 'track': 'Pretend'}",,,,,
1840,"{'artist': 'PSY', 'album': 'PSY 8th 4X2=8', 'track': 'New Face'}",,,,,
1841,"{'artist': 'One Direction', 'album': 'FOUR', 'track': 'No Control'}",,,,,
1842,"{'artist': 'Three Days Grace', 'album': 'One-X', 'track': 'Pain'}",,,,,
1843,"{'artist': 'The Front Bottoms', 'album': 'End of summer (now I know)', 'track': 'End of summer (now I know)'}",,,,,
1844,"{'artist': 'Modern Baseball', 'album': 'Sports', 'track': 'Cooke'}",,,,,
1845,"{'artist': 'The Killers', 'album': 'Hot Fuss', 'track': 'Smile Like You Mean It'}",,,,,
1846,"{'artist': 'Portugal. The Man', 'album': 'In the Mountain in the Cloud', 'track': 'So American'}",,,,,
1847,"{'artist': 'The Spinto Band', 'album': 'Nice And Nicely Done', 'track': 'Oh Mandy'}",,,,,
1848,"{'artist': 'Modern Baseball', 'album': 'Sports', 'track': 'See Ya, Sucker'}",,,,,
1849,"{'artist': 'My Chemical Romance', 'album': 'Danger Days: The True Lives of the Fabulous Killjoys', 'track': 'Summertime'}",,,,,
1850,"{'artist': ""Gilbert O'Sullivan"", 'album': 'Back To Front', 'track': 'Alone Again (Naturally)'}",,,,,
1851,"{'artist': 'Pinegrove', 'album': 'Cardinal', 'track': 'Aphasia'}",,,,,
1852,"{'artist': 'Kishi Bashi', 'album': 'Can’t Let Go, Juno', 'track': 'Can’t Let Go, Juno'}",,,,,
1853,"{'artist': 'Modest Mouse', 'album': 'Good News For People Who Love Bad News', 'track': 'Bukowski'}",,,,,
1854,"{'artist': 'Panic! At The Disco', 'album': 'Pretty. Odd.', 'track': 'That Green Gentleman (Things Have Changed)'}",,,,,
1855,"{'artist': 'Andrew Rannells', 'album': 'The Book Of Mormon', 'track': 'All-American Prophet'}",,,,,
1856,"{'artist': 'Weezer', 'album': 'King Of The World', 'track': 'King Of The World'}",,,,,
1857,"{'artist': 'Rex Orange County', 'album': 'Apricot Princess', 'track': 'Happiness'}",,,,,
1858,"{'artist': 'COIN', 'album': 'How Will You Know If You Never Try', 'track': 'Hannah'}",,,,,
1859,"{'artist': 'Mumford & Sons', 'album': 'Guiding Light', 'track': 'Guiding Light'}",,,,,
1860,"{'artist': 'The 1975', 'album': ""It's Not Living (If It's Not With You)"", 'track': ""It's Not Living (If It's Not With You)""}",,,,,
1861,"{'artist': 'MARINA', 'album': 'Froot', 'track': 'Forget'}",,,,,
1862,"{'artist': 'Two Door Cinema Club', 'album': 'Beacon', 'track': 'Next Year'}",,,,,
1863,"{'artist': 'Patrick Stump', 'album': 'Soul Punk', 'track': 'This City'}",,,,,
1864,"{'artist': 'Tigers Jaw', 'album': 'Tigers Jaw', 'track': 'Plane vs. Tank vs. Submarine'}",,,,,
1865,"{'artist': 'Panic! At The Disco', 'album': 'Pretty. Odd.', 'track': 'Pas de Cheval'}",,,,,
1866,"{'artist': 'FIDLAR', 'album': 'FIDLAR', 'track': 'No Waves'}",,,,,
1867,"{'artist': 'Seafret', 'album': ""Tell Me It's Real"", 'track': 'Oceans'}",,,,,
1868,"{'artist': 'State Champs', 'album': 'Around the World and Back', 'track': 'All You Are Is History'}",,,,,
1869,"{'artist': 'Being As An Ocean', 'album': 'Dear G-D...', 'track': ""This Loneliness Won't Be the Death of Me""}",,,,,
1870,"{'artist': 'My Chemical Romance', 'album': 'Number Three', 'track': 'The World Is Ugly'}",,,,,
1871,"{'artist': 'The 1975', 'album': 'By Your Side', 'track': 'By Your Side'}",,,,,
1872,"{'artist': 'Foxy Shazam', 'album': 'Foxy Shazam', 'track': 'Count Me Out'}",,,,,
1873,"{'artist': 'Joywave', 'album': 'Blastoffff', 'track': 'Blastoffff'}",,,,,
1874,"{'artist': 'Tyler Cole', 'album': ""We're in Love & the World Is Ending"", 'track': 'Blow up Your TV!'}",,,,,
1875,"{'artist': 'Two Door Cinema Club', 'album': 'Beacon', 'track': 'Wake Up'}",,,,,
1876,"{'artist': 'Fall Out Boy', 'album': 'Believers Never Die - Greatest Hits', 'track': 'Beat It'}",,,,,
1877,"{'artist': 'Bleachers', 'album': 'Strange Desire', 'track': 'Rollercoaster'}",,,,,
1878,"{'artist': 'All Time Low', 'album': ""So Wrong, It's Right (Deluxe Version)"", 'track': 'Stay Awake (Dreams Only Last For A Night)'}",,,,,
1879,"{'artist': 'Deer Tick', 'album': 'Deer Tick Vol. 2', 'track': 'S.M.F.'}",,,,,
1880,"{'artist': 'Bring Me The Horizon', 'album': 'Drown', 'track': 'Drown'}",,,,,
1881,"{'artist': 'The Shins', 'album': 'Port Of Morrow', 'track': 'Simple Song'}",,,,,
1882,"{'artist': 'Father John Misty', 'album': 'Pure Comedy', 'track': 'Ballad of the Dying Man'}",,,,,
1883,"{'artist': 'Bad Suns', 'album': 'Disappear Here', 'track': 'Defeated'}",,,,,
1884,"{'artist': 'Pale Waves', 'album': 'Noises', 'track': 'Noises'}",,,,,
1885,"{'artist': 'Coral Bones', 'album': 'Youthemism', 'track': 'Rising Sand'}",,,,,
1886,"{'artist': 'Wild Party', 'album': 'Phantom Pop', 'track': 'Take My Advice'}",,,,,
1887,"{'artist': 'Harsh Crowd', 'album': ""Don't Ask Me"", 'track': ""Don't Ask Me""}",,,,,
1888,"{'artist': 'The Strokes', 'album': 'Angles', 'track': 'Under Cover of Darkness'}",,,,,
1889,"{'artist': 'Kishi Bashi', 'album': 'Sonderlust', 'track': 'Ode to My Next Life'}",,,,,
1890,"{'artist': 'flor', 'album': ""come out. you're hiding"", 'track': 'warm blood'}",,,,,
1891,"{'artist': 'Coldplay', 'album': 'Everyday Life', 'track': 'Everyday Life'}",,,,,
1892,"{'artist': 'Bad Luck', 'album': 'Noise In Your Head', 'track': 'Love Song'}",,,,,
1893,"{'artist': 'All Time Low', 'album': 'Dirty Work', 'track': 'Heroes'}",,,,,
1894,"{'artist': 'Magic Man', 'album': 'Before the Waves', 'track': 'Tonight'}",,,,,
1895,"{'artist': 'Mike Faist', 'album': 'Dear Evan Hansen (Original Broadway Cast Recording)', 'track': 'Sincerely, Me'}",,,,,
1896,"{'artist': 'Matt and Kim', 'album': 'New Glow', 'track': 'Get It'}",,,,,
1897,"{'artist': 'Kevin Devine', 'album': 'Bubblegum', 'track': 'Bubblegum'}",,,,,
1898,"{'artist': 'Panic! At The Disco', 'album': 'Pretty. Odd.', 'track': 'Behind the Sea'}",,,,,
